ID,Время создания,Ведете ли вы учет своих финансов?,Вы учитываете (учитывали) финансы:,Для учета финансов вам удобнее всего (было) использовать:,Каким смартфоном Вы пользуетесь,С помощью каких инструментов вы ведете (вели в прошлом) учет финансов:,"Назовите, пожалуйста, какие именно сервисы вы используете?",Какие возможности и функции этих сервисов нравятся вам больше всего?,Каких возможностей и функций в этих сервисах вам не хватает больше всего?,Как вы нашли эти сервисы?,Собираетесь ли вы вести учет своих финансов в будущем?,"Хотели бы вы попробовать готовый сервис учета финансов, которым  раньше никогда не пользовались?","Хотели бы вы попробовать готовый сервис учета финансов, которым раньше никогда не пользовались?",Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Простота использования,"Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Высокий уровень защиты информации о средствах,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Есть визуализация (аналитика),Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно всегда видеть остаток денежных средств,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно сделать копилку (накопления),Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно отследить движение средств по категориям,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Возможность посмотреть движение средств за период,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Затрудняюсь ответить,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Другое,Другое:,Ваш пол:,Ваш возраст:,Вы сейчас живете:,"В регионе (край, республика, область, автономный округ):","В населенном пункте (город, поселок и т.п.):","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / ВКонтакте","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Одноклассники","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / YouTube","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Instagram* (* принадлежит организации, запрещенной на территории РФ)","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / WhatsApp","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Telegram","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Facebook* (* принадлежит организации, запрещенной на территории РФ)","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Другое",Другое:,Какими способами вы обычно ищете нужные приложения или сервисы?,Ваши ближайшие доходы и расходы планируются:,Пользуетесь ли вы:,"Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Еда","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Хозяйственный товары, предметы гигиены","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Выплаты по кредитам","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Общественный транспорт","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Обслуживание машины","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Покупка одежды, обуви","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Покупка бытовой техники","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому)","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Развлечения, хобби, путешествия","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Образование и занятия детей","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Учеба взрослых","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Другое",Другое:,"Смогли ли бы вы хотя бы очень примерно оценить, как распределены ваши расходы по этим статьям в процентах (значок ""%"" указывать не надо)",Еда:,"Хозяйственный товары, предметы гигиены:","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам:,Общественный транспорт:,Обслуживание машины:,"Покупка одежды, обуви:",Покупка бытовой техники:,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому):,"Развлечения, хобби, путешествия:",Образование и занятия детей:,Учеба взрослых:,Другое:,Комментарии и пожелания:
1361465132,2023-04-17 03:16:14,"Нет, и никогда не вел(а)",,,,,,,,,"Да, я хочу учитывать свои финансы",,"Да, я хотел(а) бы попробовать",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,23,В РФ,Мск,Мск,,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,,,,,В интернете или на ютубе по запросам или в эпп стор,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены",,Выплаты по кредитам,Общественный транспорт,,,,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,,,,"Да, смог бы",40,10,0,5,5,0,0,0,5,25,0,0,0,У меня нет денег
1361428999,2023-04-16 23:51:34,Да,"Когда-то личные, когда-то семейные","И то, и другое",на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Да, я хотел(а) бы попробовать",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),,Возможность посмотреть движение средств за период,,,,Мужчина,42,В РФ,Ставропольский край,Незлобная,,,,,WhatsApp,Telegram,,,,Интернет поиск,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",,,,,,,,"Да, смог бы",40,10,20,,,10,5,,,,,,,
1361415585,2023-04-16 23:15:31,"Нет, но раньше вел(а)",Личные,Компьютер или ноутбук,,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,,,,Есть визуализация (аналитика),,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Мужчина,25,В РФ,Челябинская область,Челябинск,,,YouTube,,,Telegram,,,,"google, chatgpt",В рублях РФ,Только безналичными деньгами,Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,,,,,"Развлечения, хобби, путешествия",,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361381698,2023-04-16 22:15:45,Да,"Когда-то личные, когда-то семейные",Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,39,В РФ,Ставропольский,Георгиевск,,Одноклассники,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,,,,,Гугл,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Да, смог бы",30,10,10,1,2,2,10,,5,30,30,,,
1361366285,2023-04-16 21:54:21,"Нет, но раньше вел(а)","Когда-то личные, когда-то семейные",Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,,,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,42,В РФ,Северо-Западный округ,Санкт-Петербург,,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Гуглплей,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361352459,2023-04-16 21:35:55,Да,"Когда-то личные, когда-то семейные",Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,,,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),,Возможность посмотреть движение средств за период,,,,Женщина,33,В РФ,Ставропольский край,Незлобная,ВКонтакте,Одноклассники,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,,,,,"Гугл,Яндекс",В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,,"Покупка одежды, обуви",,,,Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361342474,2023-04-16 21:23:16,Да,Семейные,"И то, и другое",на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,,,,,,,,,,,,,,Женщина,53,В РФ,РФ,Москва,ВКонтакте,Одноклассники,,,WhatsApp,Telegram,,,,Google Play,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,,,,,,,,,"Да, смог бы",30,10,10,40,,10,,,,,,,,
1361340332,2023-04-16 21:20:37,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,,Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),,,,,,Женщина,41,В РФ,Ставропольский край,Георгиевск,ВКонтакте,Одноклассники,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,В телефоне,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361337386,2023-04-16 21:16:57,Да,Личные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,,,,,,"Да, я хотел(а) бы попробовать",,,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Мужчина,37,В РФ,Москва,Москва,,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,"Facebook* (* принадлежит организации, запрещенной на территории РФ)",,,Интернет,В рублях РФ,"И безналичными, и наличными деньгами",Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,,,,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361336460,2023-04-16 21:15:49,"Нет, но раньше вел(а)","Когда-то личные, когда-то семейные","И то, и другое",на iOS (iPhone),"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,Скорее не буду пробовать,,,,,,,,,,,,,Женщина,40,В РФ,Свердловская область,Верхняя Пышма,ВКонтакте,,,,WhatsApp,Telegram,,,,Через Яндекс,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,,"Покупка одежды, обуви",,,,Образование и занятия детей,,Другое,Спортивные секции и хобби взрослых,"Да, смог бы",20,10,20,,,,20,,,,20,,10,
1361332282,2023-04-16 21:10:40,"Нет, но раньше вел(а)","Когда-то личные, когда-то семейные",Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,,Высокий уровень защиты информации о средствах,,Можно всегда видеть остаток денежных средств,,Можно отследить движение средств по категориям,,,,,Женщина,35,В РФ,Челябинская область,Магнитогорск,ВКонтакте,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Google play,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,,"Покупка одежды, обуви",,,,Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,Удачи вам 🍀
1361325949,2023-04-16 21:02:34,Да,Личные,"И то, и другое",на iOS (iPhone),"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,35,В РФ,Свердловская область,Екатеринбург,ВКонтакте,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Рекомендации друзей,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,Другое,"Учеба детей, кружки и секции; расходы на врачей в случае болезни","Нет, не смог бы",,,,,,,,,,,,,,
1361307907,2023-04-16 20:39:49,Да,Личные,Компьютер или ноутбук,,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Нет, точно не буду пробовать",,,,,,,,,,,,,Женщина,51,В РФ,Севастополь,Севастополь,,,YouTube,,WhatsApp,Telegram,,,,Через поисковик в интернете. Ищу отзывы.,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),,,Учеба взрослых,,,"Да, смог бы",,,,,,,,,,,,,,"Ежемесячная сумма на перечисленные расходы меняется. Технику каждый месяц не покупаешь. Есть расходы на здоровье, и не только у пожилых. Для распределения денег с  моей зарплаты, приложения не нужны. Нужно жить по средствам. И планировать на что понадобится тратить в скором будущем."
1361298943,2023-04-16 20:28:49,Да,Семейные,Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,,,,Можно отследить движение средств по категориям,,,,,Женщина,32,В РФ,Ставропольский край,Георгиевск,,,YouTube,,WhatsApp,Telegram,,,,Яндекс,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",,,,,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361284254,2023-04-16 20:10:22,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,,Высокий уровень защиты информации о средствах,,,,,,,,,Женщина,27,В РФ,Ставропольский край,Георгиевск,ВКонтакте,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Поиск в интернете,В рублях РФ,"И безналичными, и наличными деньгами",Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361276946,2023-04-16 20:01:19,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,,,,,Возможность посмотреть движение средств за период,,,,Женщина,34,В РФ,Лен.область,Всеволожск,ВКонтакте,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Интернет,В рублях РФ,"И безналичными, и наличными деньгами",Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",,,"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361273455,2023-04-16 19:56:49,Да,Личные,Смартфон,на iOS (iPhone),"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,,Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,32,В РФ,Москва,Москва,,,YouTube,,WhatsApp,Telegram,,,,Через поисковик Яндекс,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,,,,"Да, смог бы",20,10,10,,,15,15,,10,20,,,,
1361269777,2023-04-16 19:52:16,"Нет, и никогда не вел(а)",,,,,,,,,"Да, я хочу учитывать свои финансы",,"Да, я хотел(а) бы попробовать",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,34,В РФ,Челябинская область,Челябинск,ВКонтакте,,,,WhatsApp,Telegram,,,,Поиск через поисковик гугл или play market,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361261704,2023-04-16 19:42:07,Да,Личные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,,Графики и сводка по финансам,Я всем доволен для нужд личных хватает,Случайно наткнулся в Play Market,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Мужчина,21,В РФ,Санкт-Петербург,Санкт-Петербург,,,,,WhatsApp,Telegram,,,,Окей гугл и пошло дело,В рублях РФ,"И безналичными, и наличными деньгами",Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,,,,,,,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361258219,2023-04-16 19:37:43,"Нет, но раньше вел(а)",Семейные,,на ОС Android,,,,,,,"Возможно, попробую",,,,,Есть визуализация (аналитика),,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,35,В РФ,Владимирская область,Владимир,ВКонтакте,,,,WhatsApp,Telegram,,,,Скачиваю по рекомендации ЛОМа,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,Другое,"Увлечения, хобби, помощь другим","Нет, не смог бы",,,,,,,,,,,,,,Удачи в разработке
1361253044,2023-04-16 19:31:36,Да,Личные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,,,,,,"Да, я хотел(а) бы попробовать",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,36,В РФ,Луганская народная республика,Луганск,ВКонтакте,,YouTube,,WhatsApp,Telegram,,,,Гугл,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),,Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361247243,2023-04-16 19:24:46,Да,"Когда-то личные, когда-то семейные",Смартфон,на iOS (iPhone),"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Да, я хотел(а) бы попробовать",,Простота использования,,,Есть визуализация (аналитика),,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,,,,,Женщина,31,В РФ,Московская область,Красногорск,ВКонтакте,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,AppSt,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361242522,2023-04-16 19:18:52,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,,Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,41,В РФ,Татарстан,Мамадыш,ВКонтакте,,,,WhatsApp,,,,,Интернет,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361242196,2023-04-16 19:18:30,Да,Личные,"И то, и другое",на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,Скорее не буду пробовать,,,,,,,,,,,,,Женщина,31,В РФ,Москва,Москва,ВКонтакте,,YouTube,,WhatsApp,Telegram,,,,"Поисковик, обзоры на YouTube",В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Да, смог бы",20,,6,,"0,2","1,2",10,,6,17,11,9,,
1361230450,2023-04-16 19:04:03,Да,Семейные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,Плей  маркетинг,,,,,Скорее не буду пробовать,,,,,,,,,,,,,Женщина,45,В РФ,Татарстан,Мамадыш,,,,,WhatsApp,,,,,😏,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,,,,,,,,,"Нет, не смог бы",,,,,,,,,,,,,,Удачи
1361229516,2023-04-16 19:02:53,Да,Личные,"И то, и другое",на iOS (iPhone),"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Да, я хотел(а) бы попробовать",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,25,В РФ,Москва,Москва,,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,Telegram,,,,"Не ищу специально, но вчитываюсь в подборки от блогеров / в статьях (как тинькофф журнал, например)",В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
